freq1_Z1,freq2_Z1,freq3_Z1,freq4_Z1,freq5_Z1,freq6_Z1,freq7_Z1,freq8_Z1,freq9_Z1,freq10_Z1,freq11_Z1,freq12_Z1,freq13_Z1,freq14_Z1,freq15_Z1,freq16_Z1,freq17_Z1,freq18_Z1,freq19_Z1,freq20_Z1,freq21_Z1,freq22_Z1,freq23_Z1,freq24_Z1,freq25_Z1,freq26_Z1,freq27_Z1,freq28_Z1,freq29_Z1,freq30_Z1,freq31_Z1,freq32_Z1,freq33_Z1,freq34_Z1,freq35_Z1,freq36_Z1,freq37_Z1,freq38_Z1,freq39_Z1,freq40_Z1,freq41_Z1,freq42_Z1,freq43_Z1,freq44_Z1,freq45_Z1,freq46_Z1,freq47_Z1,freq48_Z1,freq49_Z1,freq50_Z1,freq51_Z1,freq52_Z1,freq53_Z1,freq54_Z1,freq55_Z1,freq56_Z1,freq57_Z1,freq58_Z1,freq59_Z1,freq60_Z1,freq61_Z1,freq62_Z1,freq63_Z1,freq64_Z1,freq65_Z1,freq66_Z1,freq67_Z1,freq68_Z1,freq69_Z1,freq70_Z1,freq71_Z1,freq72_Z1,freq73_Z1,freq1_Z2,freq2_Z2,freq3_Z2,freq4_Z2,freq5_Z2,freq6_Z2,freq7_Z2,freq8_Z2,freq9_Z2,freq10_Z2,freq11_Z2,freq12_Z2,freq13_Z2,freq14_Z2,freq15_Z2,freq16_Z2,freq17_Z2,freq18_Z2,freq19_Z2,freq20_Z2,freq21_Z2,freq22_Z2,freq23_Z2,freq24_Z2,freq25_Z2,freq26_Z2,freq27_Z2,freq28_Z2,freq29_Z2,freq30_Z2,freq31_Z2,freq32_Z2,freq33_Z2,freq34_Z2,freq35_Z2,freq36_Z2,freq37_Z2,freq38_Z2,freq39_Z2,freq40_Z2,freq41_Z2,freq42_Z2,freq43_Z2,freq44_Z2,freq45_Z2,freq46_Z2,freq47_Z2,freq48_Z2,freq49_Z2,freq50_Z2,freq51_Z2,freq52_Z2,freq53_Z2,freq54_Z2,freq55_Z2,freq56_Z2,freq57_Z2,freq58_Z2,freq59_Z2,freq60_Z2,freq61_Z2,freq62_Z2,freq63_Z2,freq64_Z2,freq65_Z2,freq66_Z2,freq67_Z2,freq68_Z2,freq69_Z2,freq70_Z2,freq71_Z2,freq72_Z2,freq73_Z2,C (log-CFU/100ml),sensor ID,RCT,CF
253.75,258.54,260.39,267.16,271.75,272.87,277.41,280.07,282.86,285.32,288.18,289.73,291.83,293.67,296.42,299.39,302.1,304.68,308.21,311.96,316.81,320.46,326.5,332.79,340.18,347.94,358.82,370.81,385.04,400.21,421.42,441.25,466.74,498.33,533.94,573.39,622.5,676.34,741.35,809.15,894.84,980.37,1080.94,1186.07,1299.3,1434.44,1559.55,1712.22,1851.56,2020.84,2191.38,2317.73,2500.66,2643.2,2810.48,2965.88,3101.98,3218.87,3359.15,3498.55,3631.58,3754.58,3879.7,4011.78,4130.34,4252.09,4375.34,4497.39,4606.73,4732.87,4860.79,4991.43,5140.97,62.3,57.09,56.18,54.95,52.36,50.48,48.71,48,46.81,47.77,49.4,49.93,51.89,58.3,61.49,65.22,70.05,75.94,83.75,92.24,101.63,113.07,126.8,143.02,160.86,180.69,203.2,228.27,256.08,287.45,320.67,358.54,399.63,444,494.56,547.42,605.83,665.11,730.03,793.89,863.08,920.33,991.8,1060.26,1117.4,1172.26,1220.12,1269.88,1304.53,1341.87,1357.17,1368.9,1380.8,1390.7,1392.74,1371.54,1358.17,1340.92,1325.3,1309.53,1290.28,1288.81,1272.73,1269.5,1270.03,1275.02,1284.83,1291.53,1330.82,1355.38,1397.87,1428.11,1483.39,3,5,1454.73,1762.29
259.2,264.1,265.99,272.91,277.6,278.73,283.37,286.1,288.94,291.46,294.38,295.96,298.11,299.98,302.79,305.83,308.59,311.23,314.84,318.67,323.62,327.35,333.52,339.95,347.49,355.42,366.53,378.78,393.32,408.81,430.48,450.73,476.77,509.04,545.42,585.72,635.88,690.88,757.29,826.55,914.08,1001.45,1104.19,1211.58,1327.24,1465.29,1593.08,1749.04,1891.38,2064.3,2238.5,2367.57,2554.43,2700.04,2870.92,3029.67,3168.69,3288.09,3431.39,3573.79,3709.68,3835.33,3963.13,4098.06,4219.17,4343.53,4469.43,4594.11,4705.8,4834.65,4965.32,5098.77,5251.53,63.64,58.32,57.38,56.13,53.48,51.57,49.76,49.03,47.82,48.8,50.46,51,53.01,59.55,62.81,66.62,71.55,77.57,85.55,94.22,103.81,115.5,129.53,146.09,164.32,184.58,207.56,233.18,261.59,293.63,327.57,366.26,408.22,453.55,505.2,559.2,618.86,679.41,745.73,810.96,881.64,940.12,1013.12,1083.06,1141.43,1197.47,1246.36,1297.18,1332.58,1370.73,1386.36,1398.34,1410.49,1420.61,1422.69,1401.04,1387.38,1369.76,1353.8,1337.69,1318.03,1316.52,1300.1,1296.8,1297.34,1302.44,1312.46,1319.3,1359.44,1384.53,1427.93,1458.82,1515.29,3,6,1504.7,1785.24
302.86,308.58,310.79,318.87,324.35,325.68,331.1,334.28,337.6,340.54,343.96,345.81,348.32,350.5,353.79,357.34,360.57,363.65,367.86,372.33,378.13,382.49,389.69,397.2,406.02,415.28,428.26,442.58,459.57,477.66,502.98,526.65,557.07,594.77,637.28,684.36,742.98,807.24,884.83,965.76,1068.03,1170.12,1290.16,1415.63,1550.77,1712.07,1861.39,2043.62,2209.93,2411.97,2615.52,2766.32,2984.65,3154.79,3354.44,3539.92,3702.36,3841.87,4009.3,4175.69,4334.47,4481.28,4630.6,4788.26,4929.76,5075.08,5222.18,5367.85,5498.35,5648.91,5801.58,5957.51,6135.99,74.36,68.14,67.05,65.59,62.49,60.25,58.14,57.29,55.87,57.02,58.96,59.59,61.93,69.58,73.39,77.84,83.6,90.64,99.96,110.09,121.3,134.95,151.35,170.7,192,215.66,242.52,272.45,305.64,343.08,382.74,427.94,476.98,529.94,590.28,653.38,723.08,793.84,871.33,947.55,1030.12,1098.46,1183.76,1265.47,1333.67,1399.15,1456.28,1515.66,1557.01,1601.59,1619.85,1633.85,1648.05,1659.87,1662.3,1637,1621.04,1600.45,1581.81,1562.98,1540.01,1538.25,1519.06,1515.2,1515.84,1521.8,1533.51,1541.5,1588.4,1617.72,1668.42,1704.52,1770.49,3,7,1599.52,2044.24
300.13,305.8,307.99,316,321.43,322.74,328.11,331.27,334.56,337.47,340.86,342.69,345.18,347.34,350.6,354.12,357.32,360.37,364.55,368.98,374.72,379.04,386.18,393.62,402.36,411.54,424.41,438.59,455.43,473.36,498.45,521.9,552.05,589.42,631.54,678.2,736.29,799.97,876.86,957.05,1058.41,1159.58,1278.54,1402.88,1536.8,1696.65,1844.62,2025.21,2190.02,2390.24,2591.95,2741.4,2957.76,3126.36,3324.22,3508.03,3669,3807.26,3973.18,4138.07,4295.42,4440.9,4588.89,4745.12,4885.35,5029.35,5175.13,5319.5,5448.82,5598.02,5749.32,5903.84,6080.71,73.69,67.53,66.44,65,61.93,59.71,57.62,56.78,55.37,56.5,58.42,59.05,61.38,68.95,72.73,77.14,82.85,89.82,99.06,109.1,120.2,133.73,149.98,169.16,190.27,213.72,240.34,270,302.89,339.99,379.29,424.08,472.68,525.16,584.97,647.49,716.57,786.68,863.48,939.01,1020.84,1088.56,1173.09,1254.07,1321.66,1386.55,1443.16,1502,1542.99,1587.16,1605.25,1619.13,1633.2,1644.91,1647.32,1622.26,1606.44,1586.03,1567.56,1548.9,1526.14,1524.4,1505.38,1501.55,1502.19,1508.09,1519.69,1527.61,1574.09,1603.14,1653.39,1689.16,1754.54,3,8,1619.27,2054.52
273.12,278.28,280.27,287.56,292.5,293.7,298.58,301.45,304.45,307.1,310.18,311.85,314.11,316.08,319.05,322.25,325.16,327.94,331.74,335.77,341,344.93,351.43,358.2,366.15,374.5,386.21,399.12,414.44,430.76,453.59,474.93,502.37,536.37,574.7,617.16,670.02,727.97,797.94,870.92,963.16,1055.22,1163.47,1276.62,1398.49,1543.95,1678.61,1842.94,1992.92,2175.12,2358.68,2494.68,2691.56,2844.99,3025.04,3192.31,3338.79,3464.61,3615.6,3765.65,3908.83,4041.22,4175.89,4318.06,4445.67,4576.71,4709.37,4840.74,4958.42,5094.19,5231.88,5372.5,5533.45,67.06,61.45,60.46,59.15,56.36,54.34,52.43,51.67,50.39,51.42,53.17,53.74,55.85,62.75,66.18,70.19,75.4,81.74,90.14,99.28,109.39,121.7,136.49,153.93,173.14,194.48,218.71,245.7,275.63,309.39,345.15,385.92,430.14,477.9,532.32,589.22,652.08,715.88,785.76,854.5,928.97,990.59,1067.51,1141.2,1202.71,1261.76,1313.27,1366.82,1404.12,1444.32,1460.78,1473.41,1486.21,1496.87,1499.06,1476.25,1461.86,1443.29,1426.48,1409.5,1388.79,1387.2,1369.89,1366.41,1366.99,1372.36,1382.92,1390.13,1432.42,1458.86,1504.58,1537.14,1596.63,3,9,1600.33,2046.42
267.39,272.44,274.39,281.53,286.36,287.54,292.32,295.13,298.06,300.66,303.67,305.31,307.52,309.45,312.36,315.49,318.34,321.06,324.78,328.73,333.84,337.69,344.05,350.68,358.47,366.65,378.11,390.75,405.75,421.72,444.08,464.97,491.83,525.12,562.64,604.21,655.96,712.7,781.2,852.65,942.95,1033.08,1139.06,1249.84,1369.15,1511.56,1643.39,1804.27,1951.11,2129.49,2309.19,2442.34,2635.1,2785.31,2961.58,3125.34,3268.75,3391.92,3539.75,3686.65,3826.83,3956.44,4088.28,4227.47,4352.41,4480.7,4610.57,4739.19,4854.4,4987.32,5122.12,5259.79,5417.36,65.65,60.16,59.2,57.91,55.17,53.2,51.33,50.58,49.33,50.34,52.05,52.61,54.68,61.43,64.8,68.72,73.81,80.02,88.25,97.2,107.09,119.15,133.62,150.71,169.51,190.4,214.12,240.54,269.85,302.9,337.91,377.82,421.12,467.87,521.15,576.86,638.4,700.87,769.28,836.57,909.48,969.81,1045.12,1117.26,1177.48,1235.29,1285.72,1338.15,1374.66,1414.02,1430.14,1442.5,1455.03,1465.47,1467.62,1445.28,1431.19,1413.01,1396.55,1379.93,1359.65,1358.1,1341.15,1337.75,1338.31,1343.57,1353.91,1360.97,1402.37,1428.25,1473.02,1504.89,1563.14,3,10,1702.97,2085.07
264.66,269.66,271.59,278.65,283.44,284.6,289.34,292.12,295.02,297.59,300.58,302.19,304.39,306.3,309.17,312.27,315.09,317.78,321.47,325.37,330.44,334.25,340.54,347.1,354.81,362.91,374.25,386.76,401.6,417.42,439.55,460.22,486.81,519.76,556.9,598.05,649.27,705.43,773.23,843.95,933.33,1022.54,1127.44,1237.08,1355.18,1496.13,1626.62,1785.86,1931.2,2107.76,2285.63,2417.42,2608.21,2756.88,2931.36,3093.45,3235.39,3357.31,3503.63,3649.03,3787.78,3916.07,4046.56,4184.33,4307.99,4434.98,4563.52,4690.83,4804.86,4936.43,5069.85,5206.12,5362.08,64.98,59.55,58.59,57.32,54.61,52.66,50.81,50.07,48.83,49.83,51.52,52.08,54.12,60.8,64.13,68.02,73.06,79.21,87.35,96.2,106,117.93,132.26,149.17,167.78,188.46,211.93,238.09,267.1,299.81,334.47,373.97,416.82,463.1,515.83,570.97,631.88,693.71,761.43,828.04,900.2,959.92,1034.45,1105.86,1165.46,1222.68,1272.6,1324.49,1360.64,1399.59,1415.54,1427.78,1440.19,1450.52,1452.64,1430.54,1416.59,1398.59,1382.3,1365.85,1345.78,1344.24,1327.47,1324.1,1324.66,1329.86,1340.09,1347.08,1388.06,1413.68,1457.99,1489.53,1547.19,3,11,1578.06,1977.02
294.67,300.24,302.39,310.25,315.59,316.88,322.15,325.25,328.48,331.34,334.66,336.46,338.9,341.03,344.23,347.68,350.82,353.82,357.92,362.27,367.91,372.15,379.16,386.46,395.04,404.06,416.69,430.62,447.15,464.75,489.39,512.41,542.02,578.7,620.05,665.87,722.9,785.42,860.92,939.65,1039.17,1138.49,1255.29,1377.37,1508.86,1665.8,1811.08,1988.38,2150.2,2346.78,2544.83,2691.56,2903.99,3069.52,3263.78,3444.25,3602.29,3738.04,3900.95,4062.83,4217.32,4360.16,4505.45,4658.84,4796.53,4937.91,5081.04,5222.78,5349.75,5496.23,5644.78,5796.5,5970.15,72.35,66.3,65.24,63.81,60.8,58.63,56.57,55.74,54.36,55.47,57.36,57.98,60.26,67.7,71.41,75.73,81.35,88.19,97.26,107.11,118.02,131.3,147.26,166.08,186.81,209.83,235.97,265.09,297.38,333.81,372.39,416.37,464.09,515.61,574.33,635.72,703.54,772.38,847.78,921.94,1002.28,1068.77,1151.76,1231.27,1297.63,1361.34,1416.92,1474.69,1514.93,1558.3,1576.07,1589.69,1603.51,1615.01,1617.37,1592.76,1577.23,1557.2,1539.06,1520.74,1498.39,1496.68,1478.01,1474.25,1474.87,1480.67,1492.06,1499.84,1545.47,1573.99,1623.33,1658.45,1722.64,3,12,1528.01,1926.39
302.86,308.58,310.79,318.87,324.35,325.68,331.1,334.28,337.6,340.54,343.96,345.81,348.32,350.5,353.79,357.34,360.57,363.65,367.86,372.33,378.13,382.49,389.69,397.2,406.02,415.28,428.26,442.58,459.57,477.66,502.98,526.65,557.07,594.77,637.28,684.36,742.98,807.24,884.83,965.76,1068.03,1170.12,1290.16,1415.63,1550.77,1712.07,1861.39,2043.62,2209.93,2411.97,2615.52,2766.32,2984.65,3154.79,3354.44,3539.92,3702.36,3841.87,4009.3,4175.69,4334.47,4481.28,4630.6,4788.26,4929.76,5075.08,5222.18,5367.85,5498.35,5648.91,5801.58,5957.51,6135.99,74.36,68.14,67.05,65.59,62.49,60.25,58.14,57.29,55.87,57.02,58.96,59.59,61.93,69.58,73.39,77.84,83.6,90.64,99.96,110.09,121.3,134.95,151.35,170.7,192,215.66,242.52,272.45,305.64,343.08,382.74,427.94,476.98,529.94,590.28,653.38,723.08,793.84,871.33,947.55,1030.12,1098.46,1183.76,1265.47,1333.67,1399.15,1456.28,1515.66,1557.01,1601.59,1619.85,1633.85,1648.05,1659.87,1662.3,1637,1621.04,1600.45,1581.81,1562.98,1540.01,1538.25,1519.06,1515.2,1515.84,1521.8,1533.51,1541.5,1588.4,1617.72,1668.42,1704.52,1770.49,3,13,1449.73,1856.91
261.93,266.88,268.79,275.78,280.52,281.67,286.35,289.11,291.98,294.52,297.48,299.08,301.25,303.14,305.98,309.05,311.84,314.51,318.15,322.02,327.03,330.8,337.03,343.52,351.15,359.17,370.39,382.77,397.46,413.12,435.01,455.48,481.79,514.4,551.16,591.88,642.58,698.16,765.26,835.25,923.71,1011.99,1115.81,1224.33,1341.21,1480.71,1609.85,1767.45,1911.29,2086.03,2262.07,2392.5,2581.32,2728.46,2901.14,3061.56,3202.04,3322.7,3467.51,3611.41,3748.73,3875.7,4004.85,4141.2,4263.58,4389.26,4516.48,4642.47,4755.33,4885.54,5017.59,5152.44,5306.8,64.31,58.94,57.99,56.72,54.05,52.11,50.29,49.55,48.32,49.31,50.99,51.54,53.57,60.18,63.47,67.32,72.31,78.39,86.45,95.21,104.91,116.71,130.9,147.63,166.05,186.52,209.75,235.63,264.34,296.72,331.02,370.11,412.52,458.32,510.52,565.08,625.37,686.56,753.58,819.5,890.92,950.02,1023.79,1094.46,1153.45,1210.08,1259.48,1310.84,1346.61,1385.16,1400.95,1413.06,1425.34,1435.56,1437.66,1415.79,1401.98,1384.17,1368.05,1351.77,1331.9,1330.38,1313.78,1310.45,1311,1316.15,1326.28,1333.19,1373.75,1399.11,1442.96,1474.18,1531.24,3,14,1531.34,1878.61
272.68,277.83,279.82,287.1,292.03,293.23,298.11,300.97,303.96,306.61,309.69,311.35,313.61,315.58,318.54,321.73,324.64,327.41,331.21,335.24,340.45,344.38,350.87,357.62,365.56,373.91,385.59,398.48,413.78,430.07,452.87,474.17,501.57,535.51,573.78,616.17,668.95,726.81,796.67,869.53,961.62,1053.53,1161.61,1274.58,1396.25,1541.48,1675.92,1839.99,1989.73,2171.64,2354.91,2490.69,2687.26,2840.44,3020.21,3187.21,3333.46,3459.07,3609.82,3759.63,3902.58,4034.76,4169.21,4311.16,4438.57,4569.4,4701.84,4833,4950.5,5086.05,5223.52,5363.91,5524.6,66.95,61.35,60.37,59.05,56.27,54.25,52.35,51.58,50.31,51.34,53.08,53.65,55.76,62.65,66.08,70.08,75.27,81.61,90,99.12,109.21,121.5,136.27,153.69,172.87,194.17,218.36,245.3,275.19,308.9,344.6,385.3,429.45,477.13,531.47,588.27,651.04,714.74,784.51,853.13,927.48,989.01,1065.81,1139.38,1200.79,1259.74,1311.17,1364.64,1401.88,1442.01,1458.45,1471.06,1483.84,1494.48,1496.67,1473.89,1459.52,1440.98,1424.2,1407.25,1386.57,1384.98,1367.7,1364.23,1364.8,1370.17,1380.71,1387.91,1430.13,1456.53,1502.18,1534.68,1594.08,3,15,1437.06,1897.59
339.66,350.5,352.53,359.21,363.03,367.73,373.31,376.29,379.91,383.7,387.6,390.81,393.56,394.84,398.84,402.47,405.07,410.67,414.97,419.09,426.91,430.76,441.63,448,457.84,469.47,483.23,498.89,517.81,540.28,568.19,596.44,629.96,671.69,719.55,776.8,841.95,908.41,1003.59,1094.52,1209.33,1324.2,1465.93,1597.19,1758.45,1953.62,2143.45,2335.04,2553.76,2762.33,2963.69,3191.51,3409.54,3652.92,3833.43,4047.23,4243.47,4447.06,4623.35,4799.11,4985.16,5185.04,5361.86,5525.66,5684.18,5850.82,6020.13,6176.78,6343.12,6511,6678.89,6870.69,7051.44,82.6,78.94,75.54,75.43,71.41,68.23,67.36,65.46,64.37,64.34,66.25,68.81,70.73,79.21,83.39,88.17,95.71,104.55,114.08,125.05,138.62,154.4,167.61,195.01,218.83,245.91,277.65,311.3,349.4,392.74,436.87,488.97,544.1,607.75,675.26,749.54,828.43,906.71,1000.63,1086.19,1184.22,1266.64,1366.88,1447.78,1531.62,1621.49,1696.08,1749.95,1810.66,1854.54,1884.84,1910.86,1920.07,1920.15,1922.17,1901.72,1882.01,1873.39,1840.48,1812.39,1798.34,1781.58,1775.05,1760.61,1760.75,1762.02,1774,1787.41,1818.71,1857.09,1905.56,1960.95,2046.32,4,1,3299.07,2624.52
320.06,330.27,332.19,338.49,342.09,346.52,351.77,354.59,357.99,361.57,365.24,368.26,370.85,372.06,375.83,379.26,381.7,386.98,391.03,394.92,402.28,405.91,416.16,422.16,431.42,442.38,455.35,470.11,487.93,509.11,535.41,562.03,593.61,632.94,678.03,731.99,793.38,856,945.69,1031.38,1139.56,1247.8,1381.36,1505.05,1657,1840.91,2019.79,2200.32,2406.43,2602.97,2792.71,3007.38,3212.84,3442.17,3612.27,3813.73,3998.66,4190.5,4356.62,4522.24,4697.56,4885.91,5052.52,5206.87,5356.25,5513.27,5672.81,5820.42,5977.18,6135.36,6293.57,6474.31,6644.63,77.83,74.39,71.18,71.08,67.29,64.29,63.48,61.69,60.65,60.63,62.43,64.84,66.65,74.64,78.58,83.08,90.18,98.52,107.5,117.84,130.63,145.49,157.94,183.76,206.2,231.72,261.63,293.34,329.24,370.08,411.67,460.76,512.71,572.69,636.3,706.3,780.64,854.4,942.9,1023.52,1115.9,1193.57,1288.02,1364.25,1443.26,1527.95,1598.23,1648.99,1706.2,1747.55,1776.1,1800.62,1809.3,1809.37,1811.28,1792.01,1773.43,1765.31,1734.3,1707.83,1694.59,1678.79,1672.64,1659.03,1659.17,1660.37,1671.66,1684.29,1713.79,1749.95,1795.62,1847.82,1928.26,4,2,3249.53,2465.52
316.8,326.9,328.8,335.03,338.6,342.98,348.18,350.97,354.34,357.88,361.51,364.51,367.07,368.26,372,375.39,377.8,383.03,387.04,390.89,398.18,401.77,411.91,417.85,427.02,437.87,450.7,465.31,482.95,503.92,529.95,556.29,587.55,626.48,671.12,724.52,785.29,847.27,936.04,1020.85,1127.93,1235.07,1367.26,1489.69,1640.09,1822.12,1999.18,2177.87,2381.88,2576.4,2764.21,2976.7,3180.05,3407.05,3575.41,3774.82,3957.85,4147.74,4312.16,4476.09,4649.62,4836.05,5000.97,5153.74,5301.59,5457.01,5614.93,5761.03,5916.18,6072.76,6229.35,6408.24,6576.83,77.04,73.63,70.46,70.35,66.61,63.63,62.83,61.06,60.03,60.01,61.79,64.18,65.97,73.88,77.78,82.23,89.26,97.51,106.4,116.64,129.29,144.01,156.33,181.89,204.1,229.36,258.96,290.35,325.88,366.3,407.46,456.06,507.48,566.84,629.81,699.09,772.67,845.68,933.28,1013.08,1104.51,1181.39,1274.88,1350.33,1428.53,1512.36,1581.92,1632.16,1688.79,1729.72,1757.97,1782.24,1790.84,1790.91,1792.8,1773.72,1755.34,1747.3,1716.6,1690.4,1677.3,1661.66,1655.58,1642.11,1642.24,1643.43,1654.6,1667.11,1696.3,1732.1,1777.3,1828.96,1908.58,4,3,3189.16,2594.91
327.58,338.03,339.99,346.43,350.12,354.65,360.03,362.91,366.39,370.05,373.81,376.91,379.56,380.79,384.65,388.16,390.66,396.06,400.21,404.18,411.72,415.44,425.92,432.07,441.55,452.76,466.04,481.14,499.38,521.06,547.98,575.22,607.54,647.79,693.95,749.17,812,876.09,967.88,1055.58,1166.3,1277.09,1413.78,1540.37,1695.89,1884.11,2067.19,2251.96,2462.91,2664.06,2858.25,3077.97,3288.24,3522.96,3697.05,3903.24,4092.5,4288.85,4458.86,4628.37,4807.8,5000.57,5171.1,5329.07,5481.95,5642.66,5805.95,5957.03,6117.46,6279.36,6441.27,6626.25,6800.58,79.66,76.14,72.85,72.74,68.87,65.8,64.97,63.13,62.08,62.05,63.89,66.36,68.22,76.39,80.42,85.03,92.3,100.83,110.02,120.6,133.69,148.91,161.64,188.08,211.04,237.16,267.77,300.23,336.97,378.76,421.33,471.57,524.75,586.13,651.23,722.87,798.96,874.45,965.03,1047.54,1142.09,1221.58,1318.25,1396.27,1477.13,1563.81,1635.74,1687.69,1746.24,1788.56,1817.78,1842.88,1851.76,1851.84,1853.79,1834.06,1815.06,1806.74,1775,1747.91,1734.36,1718.19,1711.9,1697.97,1698.11,1699.34,1710.89,1723.82,1754.01,1791.02,1837.76,1891.18,1973.51,4,4,3264.88,2454.9
320.06,330.27,332.19,338.49,342.09,346.52,351.77,354.59,357.99,361.57,365.24,368.26,370.85,372.06,375.83,379.26,381.7,386.98,391.03,394.92,402.28,405.91,416.16,422.16,431.42,442.38,455.35,470.11,487.93,509.11,535.41,562.03,593.61,632.94,678.03,731.99,793.38,856,945.69,1031.38,1139.56,1247.8,1381.36,1505.05,1657,1840.91,2019.79,2200.32,2406.43,2602.97,2792.71,3007.38,3212.84,3442.17,3612.27,3813.73,3998.66,4190.5,4356.62,4522.24,4697.56,4885.91,5052.52,5206.87,5356.25,5513.27,5672.81,5820.42,5977.18,6135.36,6293.57,6474.31,6644.63,77.83,74.39,71.18,71.08,67.29,64.29,63.48,61.69,60.65,60.63,62.43,64.84,66.65,74.64,78.58,83.08,90.18,98.52,107.5,117.84,130.63,145.49,157.94,183.76,206.2,231.72,261.63,293.34,329.24,370.08,411.67,460.76,512.71,572.69,636.3,706.3,780.64,854.4,942.9,1023.52,1115.9,1193.57,1288.02,1364.25,1443.26,1527.95,1598.23,1648.99,1706.2,1747.55,1776.1,1800.62,1809.3,1809.37,1811.28,1792.01,1773.43,1765.31,1734.3,1707.83,1694.59,1678.79,1672.64,1659.03,1659.17,1660.37,1671.66,1684.29,1713.79,1749.95,1795.62,1847.82,1928.26,4,5,3189.88,2347.65
297.2,306.68,308.46,314.31,317.66,321.76,326.64,329.26,332.42,335.74,339.15,341.96,344.36,345.49,348.99,352.17,354.44,359.34,363.1,366.71,373.55,376.92,386.43,392,400.61,410.78,422.83,436.53,453.08,472.75,497.17,521.88,551.21,587.73,629.6,679.7,736.71,794.86,878.14,957.71,1058.16,1158.68,1282.69,1397.55,1538.64,1709.42,1875.52,2043.16,2234.54,2417.04,2593.23,2792.57,2983.35,3196.3,3354.25,3541.32,3713.04,3891.18,4045.43,4199.22,4362.02,4536.91,4691.63,4834.95,4973.66,5119.47,5267.61,5404.68,5550.23,5697.12,5844.03,6011.86,6170.02,72.28,69.08,66.1,66,62.49,59.7,58.94,57.28,56.32,56.3,57.97,60.21,61.89,69.31,72.97,77.15,83.74,91.48,99.82,109.42,121.3,135.1,146.66,170.64,191.47,215.17,242.94,272.39,305.72,343.64,382.26,427.85,476.09,531.78,590.85,655.85,724.88,793.37,875.55,950.41,1036.19,1108.31,1196.02,1266.8,1340.17,1418.81,1484.07,1531.2,1584.33,1622.72,1649.23,1672,1680.06,1680.13,1681.9,1664.01,1646.76,1639.22,1610.42,1585.84,1573.55,1558.88,1553.17,1540.53,1540.66,1541.77,1552.25,1563.99,1591.38,1624.96,1667.36,1715.83,1790.53,4,6,3174.03,2299.02
362.52,374.09,376.26,383.39,387.47,392.48,398.43,401.62,405.48,409.53,413.69,417.11,420.05,421.42,425.69,429.56,432.33,438.31,442.9,447.3,455.64,459.76,471.36,478.16,488.65,501.06,515.75,532.47,552.66,576.65,606.43,636.58,672.36,716.9,767.98,829.09,898.62,969.56,1071.14,1168.19,1290.72,1413.33,1564.6,1704.7,1876.81,2085.11,2287.72,2492.2,2725.65,2948.26,3163.17,3406.32,3639.03,3898.79,4091.45,4319.64,4529.09,4746.38,4934.53,5122.13,5320.7,5534.03,5722.75,5897.57,6066.77,6244.62,6425.33,6592.52,6770.06,6949.24,7128.43,7333.14,7526.06,88.16,84.26,80.63,80.5,76.22,72.82,71.9,69.87,68.7,68.67,70.71,73.44,75.49,84.54,89,94.1,102.15,111.59,121.76,133.47,147.95,164.79,178.89,208.14,233.56,262.46,296.34,332.25,372.91,419.17,466.27,521.88,580.73,648.65,720.7,799.99,884.19,967.73,1067.98,1159.3,1263.93,1351.9,1458.88,1545.22,1634.71,1730.63,1810.24,1867.73,1932.53,1979.37,2011.7,2039.48,2049.31,2049.39,2051.55,2029.72,2008.68,1999.49,1964.36,1934.38,1919.38,1901.49,1894.52,1879.11,1879.26,1880.62,1893.4,1907.72,1941.13,1982.09,2033.82,2092.94,2184.05,4,7,3184.07,2544.75
310.27,320.16,322.02,328.12,331.62,335.91,341,343.73,347.03,350.5,354.06,356.99,359.5,360.67,364.33,367.65,370.02,375.13,379.06,382.83,389.97,393.49,403.42,409.23,418.22,428.84,441.41,455.72,473,493.53,519.02,544.82,575.44,613.56,657.28,709.58,769.09,829.8,916.74,999.8,1104.67,1209.61,1339.07,1458.98,1606.28,1784.56,1957.96,2132.97,2332.76,2523.28,2707.22,2915.32,3114.48,3336.8,3501.69,3696.99,3876.25,4062.22,4223.25,4383.8,4553.75,4736.34,4897.85,5047.47,5192.28,5344.5,5499.16,5642.25,5794.2,5947.55,6100.91,6276.11,6441.22,75.45,72.11,69,68.9,65.23,62.32,61.53,59.8,58.8,58.77,60.52,62.85,64.61,72.35,76.17,80.54,87.42,95.5,104.21,114.23,126.63,141.04,153.1,178.14,199.89,224.63,253.62,284.36,319.16,358.75,399.06,446.65,497.02,555.15,616.82,684.68,756.74,828.24,914.03,992.19,1081.74,1157.03,1248.59,1322.49,1399.08,1481.17,1549.31,1598.51,1653.97,1694.05,1721.73,1745.5,1753.91,1753.99,1755.83,1737.15,1719.15,1711.27,1681.21,1655.55,1642.71,1627.4,1621.44,1608.25,1608.38,1609.54,1620.48,1632.73,1661.33,1696.38,1740.65,1791.25,1869.23,4,8,3219.3,2609.54
